Aadhar_number,Pan_number,Mobile_number,First_name,Last_name,Email_id,Date_of_birth,Gender,Account_no,Customer_id,Date_of_account_opened,City,State,Pin_code,Country,Account_status,Remarks
8634 0804 9585,DHFPX5745D,9854558818,Michael,Smith,michaelsmith@yahoo.com,06-01-1957,Male,9.66578E+14,899007964,05-01-2024,Bengaluru,Karnataka,560001,India,SUCCESS,Account Activated Successfully
8717 5287 3254,BZMPI4670N,8415153956,David,Harvey,davidharvey@hotmail.com,12-02-1982,Male,9.31595E+14,885165930,29-01-2024,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
9770 4353 6729,GOEPR6532B,9861803156,Nathan,Cole,nathancole@gmail.com,12-06-1972,Male,9.8634E+14,861914047,16-02-2024,Chennai,Tamil Nadu,600001,India,SUCCESS,Account Activated Successfully
8525 2180 3457,DGEPQ5933U,9259231279,Kevin,Zuniga,kevinzuniga@yahoo.com,17-08-1991,Male,9.47337E+14,893083299,12-10-2022,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
8924 0819 6352,FMEPF5975F,8402798320,Philip,Smith,philipsmith@hotmail.com,20-05-1986,Male,9.50593E+14,966286317,21-08-2020,Ludhiana,Punjab,141001,India,SUCCESS,Account Activated Successfully
9558 8185 9148,EXMPN4391D,7845197503,Spencer,Wolf,spencerwolf@gmail.com,18-02-1945,Male,9.82736E+14,893206628,20-07-2021,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
8632 9532 4385,FQIPB7164D,6801627243,Kenneth,Harris,kennethharris@yahoo.com,15-11-1956,Male,9.82602E+14,881006269,23-07-2023,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
9719 1404 7079,CXUPZ2681I,8689548037,Rhonda,Walker,rhondawalker@hotmail.com,01-09-1925,Female,9.91645E+14,936975594,01-07-2021,Ludhiana,Punjab,141001,India,SUCCESS,Account Activated Successfully
9062 3427 9048,BJIPX2395P,8440208609,William,Kent,williamkent@gmail.com,14-06-2004,Male,9.25132E+14,909403892,02-06-2022,Lucknow,Uttar Pradesh,226001,India,SUCCESS,Account Activated Successfully
8980 0675 1960,EFTPS7573E,7094916100,Michael,Daniel,michaeldaniel@yahoo.com,11-04-1973,Male,9.73237E+14,850817921,26-07-2024,Jaipur,Rajasthan,302001,India,SUCCESS,Account Activated Successfully
9426 6336 1564,EGVPD4071M,7940886409,Robin,Ellis,robinellis@hotmail.com,04-07-1932,Female,9.42633E+14,890703632,29-07-2024,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
8532 6186 0833,FSFPS6081Z,7415104163,Jeffrey,Lowery,jeffreylowery@gmail.com,08-02-2002,Male,9.46184E+14,895679277,27-01-2022,Bhopal,Madhya Pradesh,462001,India,SUCCESS,Account Activated Successfully
9382 7728 8209,DKNPY5207K,8804256246,Richard,Jacobs,richardjacobs@yahoo.com,13-09-1954,Male,9.39961E+14,860231362,08-10-2022,Kochi,Kerala,682001,India,SUCCESS,Account Activated Successfully
9035 4529 4142,EOXPG5367O,7848556812,Annette,Adams,annetteadams@hotmail.com,16-12-1973,Female,9.78408E+14,847058540,22-10-2020,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9376 1037 7485,BUSPO3888S,7449582988,Justin,Hanson,justinhanson@gmail.com,27-01-1950,Male,9.48033E+14,987867340,28-06-2024,Kochi,Kerala,682001,India,SUCCESS,Account Activated Successfully
9750 6282 5501,HHKPJ3131D,7618967487,Roberto,Reese,robertoreese@yahoo.com,08-04-1925,Male,9.29032E+14,983794657,11-12-2021,Jaipur,Rajasthan,302001,India,SUCCESS,Account Activated Successfully
9011 9618 0028,HQSPW8001V,9173699179,Christina,Hudson,christinahudson@hotmail.com,19-02-1949,Female,9.80708E+14,869366507,22-06-2021,Ludhiana,Punjab,141001,India,SUCCESS,Account Activated Successfully
8983 2821 1785,CKTPM7020L,7164109885,Connie,Simpson,conniesimpson@gmail.com,16-04-1986,Female,9.75502E+14,945320520,11-05-2023,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
8742 0978 9281,CXAPB8865N,9267337736,Michael,Lewis,michaellewis@yahoo.com,21-08-1941,Male,9.7979E+14,979686803,15-02-2021,Jaipur,Rajasthan,302001,India,SUCCESS,Account Activated Successfully
8690 0242 4085,FWCPJ5989E,8486272799,Gabriella,Jones,gabriellajones@hotmail.com,02-05-1935,Female,9.75671E+14,872007847,17-08-2024,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
8509 1043 6726,HQOPC2954I,6944567791,Dana,Johnson,danajohnson@gmail.com,23-06-2021,Female,9.62442E+14,896676545,01-01-2022,Lucknow,Uttar Pradesh,226001,India,SUCCESS,Account Activated Successfully
9142 5687 4179,FPKPZ5183A,8720498339,Rachael,Malone,rachaelmalone@yahoo.com,17-09-2006,Female,9.39853E+14,846551103,10-12-2023,Lucknow,Uttar Pradesh,226001,India,SUCCESS,Account Activated Successfully
8904 6621 9525,HLYPK1951R,7300779492,Paul,Rodriguez,paulrodriguez@hotmail.com,10-06-1921,Male,9.42952E+14,834298205,20-03-2025,Patna,Bihar,800001,India,SUCCESS,Account Activated Successfully
8600 5700 8371,GFQPS6221X,8391216859,Scott,Dixon,scottdixon@gmail.com,04-03-1937,Male,9.84327E+14,861296078,01-09-2020,Gurgaon,Haryana,122001,India,SUCCESS,Account Activated Successfully
9860 4910 7468,BEQPC4702C,9186471677,Molly,Williams,mollywilliams@yahoo.com,02-09-2005,Female,9.66282E+14,924228242,07-03-2025,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
8545 3125 3336,HGMPI6616Z,7612137763,Charles,Foster,charlesfoster@hotmail.com,06-12-1995,Male,9.89118E+14,897452574,21-03-2023,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
9565 9494 5918,AORPU2504G,8284953062,Elizabeth,Rangel,elizabethrangel@gmail.com,10-05-2005,Female,9.34286E+14,942699177,09-12-2020,Bhubaneswar,Odisha,751001,India,SUCCESS,Account Activated Successfully
9613 8441 3761,FWYPE3229M,9792955175,William,Walsh,williamwalsh@yahoo.com,22-12-1934,Male,9.39987E+14,944965453,18-12-2024,Kochi,Kerala,682001,India,SUCCESS,Account Activated Successfully
9627 1629 6921,EIUPJ5105S,7232668982,Amanda,Lozano,amandalozano@hotmail.com,18-01-1912,Female,9.81734E+14,935256043,11-05-2021,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
9468 8850 9419,HSCPH6497I,7826375456,Denise,Mcdonald,denisemcdonald@gmail.com,16-11-2015,Female,9.41968E+14,985378833,10-09-2020,New Delhi,Delhi,110001,India,SUCCESS,Account Activated Successfully
9023 4011 4735,BMWPI2816L,8047544035,Michelle,Mccarty,michellemccarty@yahoo.com,17-08-1925,Female,9.65603E+14,933595895,12-01-2024,Bhopal,Madhya Pradesh,462001,India,SUCCESS,Account Activated Successfully
9658 1222 7435,GCWPA5134F,7589849348,Johnny,Robinson,johnnyrobinson@hotmail.com,27-05-1909,Male,9.35305E+14,857921911,09-09-2021,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
8600 1358 1374,FXJPX9011H,8418951669,Joseph,Phillips,josephphillips@gmail.com,07-10-1921,Male,9.33371E+14,938004064,08-09-2023,Gurgaon,Haryana,122001,India,SUCCESS,Account Activated Successfully
8540 0705 3657,HERPO3134H,9340146841,Sarah,Flynn,sarahflynn@yahoo.com,27-02-1957,Female,9.64862E+14,975473833,02-04-2022,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
8522 7793 3419,HRTPE9016P,7810276524,Joshua,Williams,joshuawilliams@hotmail.com,23-10-1977,Male,9.33319E+14,892322559,26-02-2024,Bengaluru,Karnataka,560001,India,SUCCESS,Account Activated Successfully
9748 5143 9735,ANZPQ8741Q,8095711498,Anna,Brown,annabrown@gmail.com,17-01-1978,Female,9.75454E+14,984135654,26-10-2021,Chennai,Tamil Nadu,600001,India,SUCCESS,Account Activated Successfully
9277 0607 4665,GFOPK8066L,6886916261,Jerry,Morgan,jerrymorgan@yahoo.com,09-07-1965,Male,9.66473E+14,939553536,22-10-2020,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
9327 0551 7489,AFSPK2892X,8965747694,Kathleen,Moreno,kathleenmoreno@hotmail.com,13-02-1922,Female,9.77091E+14,837473985,26-10-2022,Raipur,Chhattisgarh,492001,India,SUCCESS,Account Activated Successfully
8858 0118 8405,FAKPS3497T,9402076445,Lucas,Bell,lucasbell@gmail.com,22-05-1942,Male,9.34525E+14,896384485,10-03-2025,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
8765 2734 8054,AEJPI7979X,8008919042,Cole,Hartman,colehartman@yahoo.com,24-12-1914,Male,9.63949E+14,832677083,04-10-2020,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
9495 8333 1931,BPEPW4868D,6784848026,Kyle,Blake,kyleblake@hotmail.com,19-04-1941,Male,9.49647E+14,972024075,11-11-2021,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
9892 2760 9030,AIAPM5790O,6824507060,Sharon,Wilson,sharonwilson@gmail.com,24-08-1933,Female,9.58153E+14,832634253,10-09-2023,Bhopal,Madhya Pradesh,462001,India,SUCCESS,Account Activated Successfully
8827 6036 6711,CMYPE5948Y,9266979805,Shane,Newman,shanenewman@yahoo.com,01-12-1997,Male,9.51501E+14,960147086,08-10-2020,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
8708 4191 2969,GIGPH6920Z,9048598899,Diane,Mcbride,dianemcbride@hotmail.com,22-02-1924,Female,9.78691E+14,894579437,08-09-2020,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
9449 3573 0863,GERPL3659L,9475532234,Donald,Salazar,donaldsalazar@gmail.com,09-12-2023,Male,9.60779E+14,864122059,07-08-2022,New Delhi,Delhi,110001,India,SUCCESS,Account Activated Successfully
9384 9421 0568,ENDPB6897Q,9544869765,Nichole,Webster,nicholewebster@yahoo.com,03-09-1950,Female,9.39816E+14,927799174,01-12-2024,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
9067 4329 2344,EVMPH3491Z,6848938710,Cameron,Blair,cameronblair@hotmail.com,14-05-1912,Male,9.58065E+14,877462692,07-04-2020,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9067 1840 7678,EQRPH4320K,9034768872,Caleb,Miller,calebmiller@gmail.com,20-01-2000,Male,9.59582E+14,839176533,27-06-2023,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
9563 3086 5071,HCRPD2947U,7044331727,Daniel,Ryan,danielryan@yahoo.com,17-08-2021,Male,9.82318E+14,859533255,27-10-2023,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
9145 1850 0119,BFGPN3364T,9127793825,Thomas,Jackson,thomasjackson@hotmail.com,28-01-1962,Male,9.74351E+14,944986555,10-11-2024,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
9504 0805 4506,AXUPJ3943Q,9354901794,Elijah,Greene,elijahgreene@gmail.com,15-03-1993,Male,9.29569E+14,863263575,24-02-2025,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
8962 4153 5383,HZAPQ1959Z,7302545008,Denise,Thomas,denisethomas@yahoo.com,12-10-2012,Female,9.7951E+14,883448362,28-09-2024,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
9420 5685 9163,DOLPV5619D,8223347623,Michael,Johnson,michaeljohnson@hotmail.com,20-06-1939,Male,9.51934E+14,831600467,04-01-2025,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
8946 2128 1598,FOWPK6455Z,9812964542,Jeffrey,Salazar,jeffreysalazar@gmail.com,18-05-1913,Male,9.30305E+14,919573567,12-03-2023,Bhubaneswar,Odisha,751001,India,SUCCESS,Account Activated Successfully
9783 0352 2979,HYOPP4636M,7611895618,Michael,Frazier,michaelfrazier@yahoo.com,21-01-1976,Male,9.48347E+14,865315164,25-08-2020,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
9711 5406 0718,GRUPP8530T,7750685216,Charles,Jones,charlesjones@hotmail.com,23-02-1962,Male,9.84575E+14,863776735,24-05-2020,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
8515 0800 3324,DLUPH6080X,8779497585,Pamela,Young,pamelayoung@gmail.com,01-06-1910,Female,9.26737E+14,938196203,06-06-2021,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
9527 2763 5061,CVOPW6058T,8775103172,Todd,Clarke,toddclarke@yahoo.com,29-06-1979,Male,9.48779E+14,834411352,15-04-2022,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
9389 3838 4477,DMBPG7116I,8912224765,Laura,Parker,lauraparker@hotmail.com,20-09-1926,Female,9.38686E+14,909995110,29-03-2023,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9088 0732 7681,EOAPM2263K,9567887193,Robin,Wong,robinwong@gmail.com,11-09-2004,Female,9.74382E+14,861259136,14-04-2023,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
9049 8250 2057,DITPB2510Z,9079962990,Jared,Saunders,jaredsaunders@yahoo.com,13-01-2011,Male,9.28358E+14,957117660,11-08-2024,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
9745 9431 4831,FHDPU9102E,6897013671,Kristen,Ortiz,kristenortiz@hotmail.com,04-09-1929,Female,9.77958E+14,863178105,05-12-2020,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
9600 4447 1087,DPEPG8036Z,7120362618,Alec,Lowe,aleclowe@gmail.com,03-10-1918,Male,9.25702E+14,971894711,01-04-2022,Lucknow,Uttar Pradesh,226001,India,SUCCESS,Account Activated Successfully
9403 7737 2360,DIMPA3403G,8702388462,Dustin,Gonzales,dustingonzales@yahoo.com,30-09-1942,Male,9.36849E+14,961242174,03-10-2024,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
8906 6582 2764,BKZPC7368V,7119254560,Jennifer,Rice,jenniferrice@hotmail.com,28-07-1966,Female,9.44105E+14,988966660,12-11-2023,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
8948 3643 3642,HHJPM6979Q,8128441992,Paul,Walter,paulwalter@gmail.com,08-05-1965,Male,9.30319E+14,862295274,10-04-2024,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
8678 1049 3689,GYNPH5921Y,6984458005,Ashley,Thornton,ashleythornton@yahoo.com,10-02-1970,Female,9.72254E+14,865796625,18-06-2023,Bhubaneswar,Odisha,751001,India,SUCCESS,Account Activated Successfully
9273 5474 6171,BEZPQ2697I,7678317509,William,Hartman,williamhartman@hotmail.com,08-05-1982,Male,9.40101E+14,934447372,22-01-2021,Kochi,Kerala,682001,India,SUCCESS,Account Activated Successfully
9355 4961 7046,FVKPZ5384R,9170553857,Brendan,Acevedo,brendanacevedo@gmail.com,21-03-2017,Male,9.53276E+14,966646728,25-11-2023,New Delhi,Delhi,110001,India,SUCCESS,Account Activated Successfully
9727 7269 3187,GVVPD6333G,8435744702,Dr.,Smith,dr.smith@yahoo.com,22-05-2020,Male,9.64315E+14,985508587,21-07-2023,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
9462 2743 2543,AZBPM8549U,9805220569,Benjamin,Willis,benjaminwillis@hotmail.com,01-09-1981,Male,9.30268E+14,909936496,07-10-2022,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9812 8366 2961,HYZPB5006G,7620940248,Dr.,Valdez,dr.valdez@gmail.com,28-02-2018,Female,9.7597E+14,926426136,13-01-2024,Gurgaon,Haryana,122001,India,SUCCESS,Account Activated Successfully
9783 1372 0591,GVEPE6446B,9473505676,John,Bennett,johnbennett@yahoo.com,13-06-2016,Male,9.80885E+14,975872704,24-01-2023,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9719 1982 5581,CQYPT6088F,7216840540,Randy,Harris,randyharris@hotmail.com,17-02-1989,Male,9.29091E+14,916374693,01-04-2023,Ludhiana,Punjab,141001,India,SUCCESS,Account Activated Successfully
9225 8096 8682,EILPK8405Z,8990682929,Jacqueline,Meyer,jacquelinemeyer@gmail.com,01-07-1949,Female,9.71329E+14,869183331,26-02-2022,Patna,Bihar,800001,India,SUCCESS,Account Activated Successfully
8579 9844 0007,FNEPP5457T,7398306404,Philip,Deleon,philipdeleon@yahoo.com,31-05-1914,Male,9.80736E+14,884777913,20-11-2020,Lucknow,Uttar Pradesh,226001,India,SUCCESS,Account Activated Successfully
9220 3580 3874,FSPPO3335I,9335369178,James,Hudson,jameshudson@hotmail.com,06-01-1955,Male,9.74807E+14,833623906,12-05-2023,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9489 3664 6514,DGFPK6466N,7692520763,Ann,Lopez,annlopez@gmail.com,05-03-1954,Female,9.7405E+14,952580136,17-06-2024,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
9130 8872 2506,FAZPF7146Q,8933521568,Shannon,Kim,shannonkim@yahoo.com,20-02-1935,Female,9.58542E+14,909453038,16-08-2021,Bengaluru,Karnataka,560001,India,SUCCESS,Account Activated Successfully
8818 5799 1358,CPJPD2278F,8767656454,Denise,Lynn,deniselynn@hotmail.com,22-03-1999,Female,9.35459E+14,977809113,11-04-2023,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
8966 7519 0872,FFOPP3938X,6965950238,Kevin,Pacheco,kevinpacheco@gmail.com,17-05-1934,Male,9.59935E+14,866287094,27-02-2022,Bhubaneswar,Odisha,751001,India,SUCCESS,Account Activated Successfully
8846 5285 5483,DLTPC8258I,7347003652,Brittany,Morgan,brittanymorgan@yahoo.com,15-10-1948,Female,9.85679E+14,980225282,06-11-2020,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
9735 2203 8979,DGFPE6560O,8448918157,Kyle,Swanson,kyleswanson@hotmail.com,19-07-1917,Male,9.55772E+14,894356623,10-03-2025,Jaipur,Rajasthan,302001,India,SUCCESS,Account Activated Successfully
9131 3181 2363,BGSPE4256M,9740776731,Taylor,Mason,taylormason@gmail.com,08-08-1986,Female,9.59247E+14,936179550,01-01-2021,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
9610 4201 2155,BOEPY2489N,6752665581,John,Maxwell,johnmaxwell@yahoo.com,08-10-1916,Male,9.58843E+14,980239351,12-04-2022,Kochi,Kerala,682001,India,SUCCESS,Account Activated Successfully
9345 3769 0907,DVZPV4744G,9711626818,James,Vaughn,jamesvaughn@hotmail.com,24-02-2020,Male,9.50441E+14,932254448,23-04-2022,Ranchi,Jharkhand,834001,India,SUCCESS,Account Activated Successfully
8864 8151 0422,GBNPJ2551G,8488855166,Sean,Cooper,seancooper@gmail.com,09-07-2012,Male,9.27254E+14,973400963,28-06-2021,Raipur,Chhattisgarh,492001,India,SUCCESS,Account Activated Successfully
9046 3998 8644,BSLPC5438B,9721969524,Donald,Anderson,donaldanderson@yahoo.com,01-08-1931,Male,9.61559E+14,849364312,25-12-2022,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
9769 9787 1756,EAHPS9158Q,8058377843,Dennis,Daniel,dennisdaniel@hotmail.com,17-12-2023,Male,9.49243E+14,881782496,07-09-2024,Ludhiana,Punjab,141001,India,SUCCESS,Account Activated Successfully
8980 1511 4297,ECRPI3101H,7825322632,Tommy,Montoya,tommymontoya@gmail.com,15-11-2016,Male,9.38081E+14,904245624,15-04-2023,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
9064 1742 5961,ATBPN9119H,9694455137,Patrick,Martin,patrickmartin@yahoo.com,14-06-2006,Male,9.60904E+14,979815851,29-05-2020,New Delhi,Delhi,110001,India,SUCCESS,Account Activated Successfully
9296 5845 5972,FQOPL8763W,9671420701,Dale,Stevens,dalestevens@hotmail.com,27-12-2021,Male,9.76275E+14,947529217,01-03-2023,Raipur,Chhattisgarh,492001,India,SUCCESS,Account Activated Successfully
9682 2749 4379,FOWPL3417M,9559641940,Rhonda,Barron,rhondabarron@gmail.com,28-12-2000,Female,9.45121E+14,847012977,24-10-2024,Bengaluru,Karnataka,560001,India,SUCCESS,Account Activated Successfully
9148 3422 4535,BMTPL2349W,8158490443,Erik,Barrett,erikbarrett@yahoo.com,25-09-2018,Male,9.54857E+14,858680739,09-12-2022,Bhubaneswar,Odisha,751001,India,SUCCESS,Account Activated Successfully
9555 8270 1853,FJXPU2056O,9625469867,Pamela,Weaver,pamelaweaver@hotmail.com,01-12-1936,Female,9.37565E+14,925003016,01-10-2022,New Delhi,Delhi,110001,India,SUCCESS,Account Activated Successfully
8605 5228 5756,ETIPA5522B,8732312275,Karen,Weber,karenweber@gmail.com,21-01-1936,Female,9.92221E+14,863387690,01-06-2022,Ahmedabad,Gujarat,380001,India,SUCCESS,Account Activated Successfully
9072 8710 6672,AMRPV7746G,8886121358,Alexander,Lyons,alexanderlyons@yahoo.com,20-10-1964,Male,9.24462E+14,919488638,04-10-2024,Jaipur,Rajasthan,302001,India,SUCCESS,Account Activated Successfully
9126 3254 1447,GCWPE5139Q,9856640801,Sharon,Vasquez,sharonvasquez@hotmail.com,14-12-1988,Female,9.69836E+14,948719865,25-08-2024,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
9592 0794 0013,FPDPW7138I,7295982273,Patricia,Hanson,patriciahanson@gmail.com,12-04-2015,Female,9.25324E+14,959301772,17-12-2022,Raipur,Chhattisgarh,492001,India,SUCCESS,Account Activated Successfully
9309 5381 0106,EBKPL4156Z,7249285724,Lisa,Williams,lisawilliams@yahoo.com,12-04-1910,Female,9.65334E+14,979989402,18-04-2024,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
8865 5816 3428,ADGPC8359Z,6772118674,Brian,Ayala,brianayala@hotmail.com,06-10-1915,Male,9.32385E+14,908188119,07-02-2022,Gurgaon,Haryana,122001,India,SUCCESS,Account Activated Successfully
9850 6829 5252,ASOPZ6715C,7263761269,Timothy,Chavez,timothychavez@gmail.com,29-05-1969,Male,9.88635E+14,968549937,01-02-2023,Kochi,Kerala,682001,India,SUCCESS,Account Activated Successfully
9745 0725 5776,CSWPU7823V,8859976057,Kaitlin,Manning,kaitlinmanning@yahoo.com,18-12-2013,Female,9.8463E+14,898075453,14-02-2022,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
8706 5415 2384,BITPF7322T,8679722232,Crystal,Bauer,crystalbauer@hotmail.com,15-05-2014,Female,9.92715E+14,931423231,29-03-2025,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9054 9986 7754,HAAPH3964B,7896921123,Sharon,Myers,sharonmyers@gmail.com,26-12-2008,Female,9.63193E+14,985875180,22-06-2022,Bhopal,Madhya Pradesh,462001,India,SUCCESS,Account Activated Successfully
8863 1754 0776,HVFPW6279Q,9282285125,Corey,King,coreyking@yahoo.com,04-06-1967,Male,9.82164E+14,888907823,24-08-2023,Kolkata,West Bengal,700001,India,SUCCESS,Account Activated Successfully
8519 5172 8405,DHRPM6964X,9678782460,Cynthia,Lewis,cynthialewis@hotmail.com,28-02-1920,Female,9.71424E+14,914886485,24-05-2022,New Delhi,Delhi,110001,India,SUCCESS,Account Activated Successfully
9527 9534 9661,DMCPP8221L,8059784851,Susan,Johnston,susanjohnston@gmail.com,01-07-1933,Female,9.81658E+14,855266294,30-04-2020,Lucknow,Uttar Pradesh,226001,India,SUCCESS,Account Activated Successfully
9748 2553 0283,BTIPW4140W,9257642179,Christopher,Mckenzie,christophermckenzie@yahoo.com,12-02-2007,Male,9.89001E+14,906203936,14-06-2021,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
9174 4006 2080,BDTPU7257S,7296704646,Teresa,Duncan,teresaduncan@hotmail.com,27-02-1911,Female,9.36842E+14,988470613,02-08-2023,Bhubaneswar,Odisha,751001,India,SUCCESS,Account Activated Successfully
9067 9068 3119,DYZPA7893D,6814048535,Andrew,Warner,andrewwarner@gmail.com,17-02-2014,Male,9.41558E+14,883648835,18-06-2024,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
9146 3268 4833,AOIPU2004I,8566453440,Margaret,Williams,margaretwilliams@yahoo.com,05-01-2007,Female,9.92248E+14,979230294,18-02-2022,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
8633 7412 1596,BFHPG5487N,9324083166,Mrs.,Todd,mrs.todd@hotmail.com,03-11-1941,Female,9.76909E+14,950276325,12-07-2020,Bengaluru,Karnataka,560001,India,SUCCESS,Account Activated Successfully
9335 1241 5158,BPWPO1949E,7927798922,Jason,Briggs,jasonbriggs@gmail.com,27-04-1980,Male,9.54942E+14,963012266,03-09-2021,Shimla,Himachal Pradesh,171001,India,SUCCESS,Account Activated Successfully
9369 4107 3701,HAHPQ5091X,8847291482,Rebecca,Velez,rebeccavelez@yahoo.com,16-12-1920,Female,9.7274E+14,892040374,02-05-2024,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
9736 8425 4298,CNEPR5284I,8404356907,Cody,Thompson,codythompson@hotmail.com,15-10-1994,Male,9.83367E+14,911294749,26-08-2023,Bhopal,Madhya Pradesh,462001,India,SUCCESS,Account Activated Successfully
8589 7012 2982,CRQPE8001U,9420623499,Carolyn,Shaffer,carolynshaffer@gmail.com,21-08-1952,Female,9.43205E+14,985248753,31-10-2024,Mumbai,Maharashtra,400001,India,SUCCESS,Account Activated Successfully
9453 1044 9412,ETXPI1999L,7549172100,Samantha,Sanchez,samanthasanchez@yahoo.com,02-01-1940,Female,9.62882E+14,833028952,27-11-2022,Ludhiana,Punjab,141001,India,SUCCESS,Account Activated Successfully
9679 7371 0481,DNOPY8786H,8906144263,Gina,Weiss,ginaweiss@hotmail.com,17-09-1925,Female,9.46416E+14,902587931,04-09-2021,Hyderabad,Telangana,500001,India,SUCCESS,Account Activated Successfully
8708 3071 3866,ESYPH5835U,7704554104,Michele,Rogers,michelerogers@gmail.com,15-06-1925,Female,9.93699E+14,981513046,14-06-2022,Bhopal,Madhya Pradesh,462001,India,SUCCESS,Account Activated Successfully
9718 2042 5799,AGDPI5593O,9562192245,John,Bennett,johnbennett@yahoo.com,15-01-1933,Male,9.61806E+14,990494069,25-08-2021,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
8920 2546 7815,FFRPL6657X,8339437934,Anthony,Jacobs,anthonyjacobs@hotmail.com,09-04-2014,Male,9.71306E+14,877914601,10-10-2020,Chennai,Tamil Nadu,600001,India,SUCCESS,Account Activated Successfully
9703 3956 2116,GCHPB8938K,7339440784,Phillip,Wilson,phillipwilson@gmail.com,19-04-1936,Male,9.47786E+14,929251949,16-01-2021,Guwahati,Assam,781001,India,SUCCESS,Account Activated Successfully
8549 2584 7921,GNYPX9178S,9282415736,Laurie,Lindsey,laurielindsey@yahoo.com,03-12-1983,Female,9.59238E+14,961899677,23-12-2023,Patna,Bihar,800001,India,SUCCESS,Account Activated Successfully
9743 1564 7370,GOZPK5854P,6909471301,Michael,Robles,michaelrobles@hotmail.com,30-07-1988,Male,9.26006E+14,886370388,07-07-2020,Raipur,Chhattisgarh,492001,India,SUCCESS,Account Activated Successfully
9631 1359 0155,FNXPP6307Y,7353549083,Barry,Copeland,barrycopeland@gmail.com,07-03-1938,Male,9.36537E+14,949183369,05-06-2020,Panaji,Goa,403001,India,SUCCESS,Account Activated Successfully
